district,year,annual_rainfall_mm,avg_temperature_c,avg_humidity_percent,avg_wind_speed_mps,avg_pressure_kpa,max_daily_rainfall_mm
ALWAR,2002,344.95,27.476712328767125,33.085150684931506,2.050164383561644,97.83876712328768,36.21
ALWAR,2003,641.0,25.881780821917808,43.30671232876713,1.81386301369863,97.89709589041097,58.35
ALWAR,2004,583.38,26.704125683060106,40.58841530054645,2.0531420765027324,97.87224043715847,33.88
ALWAR,2005,477.24,26.08819178082192,40.25243835616438,2.0693424657534245,97.8801917808219,39.9
ALWAR,2006,462.02,26.958931506849314,39.4794794520548,2.153068493150685,97.86468493150686,31.65
ALWAR,2007,551.8199999999999,26.430383561643836,40.65772602739726,2.062219178082192,97.84917808219177,60.01
ALWAR,2008,630.14,25.840628415300547,43.86833333333333,1.8744262295081966,97.84341530054645,26.21
ALWAR,2009,469.3,26.991698630136984,39.06827397260274,1.9756164383561645,97.84964383561645,30.7
ALWAR,2010,693.06,26.50832876712329,45.70043835616438,1.8703835616438358,97.8413698630137,37.69
ALWAR,2011,639.16,25.556657534246575,47.89876712328767,1.839945205479452,97.83041095890411,27.85
ALWAR,2012,687.48,25.512896174863386,41.16978142076503,2.089781420765027,97.82543715846995,61.5
ALWAR,2013,929.48,24.987753424657537,49.87128767123288,1.932109589041096,97.87860273972603,57.18
ALWAR,2014,539.9,25.869671232876712,41.88301369863014,1.921123287671233,97.95432876712329,33.78
ALWAR,2015,544.29,25.927698630136987,41.891561643835615,1.8592054794520547,98.0014794520548,33.36
ALWAR,2016,688.12,26.694699453551912,39.60699453551913,1.7942622950819673,97.89180327868853,74.7
ALWAR,2017,444.86,26.629890410958904,38.14479452054795,1.9825205479452055,97.89082191780822,33.64
ALWAR,2018,733.22,26.081835616438358,43.206931506849315,1.8496986301369862,97.86613698630137,36.06
ALWAR,2019,602.69,25.751397260273972,47.86087671232877,1.8543561643835618,97.95375342465753,32.93
ALWAR,2020,517.23,25.69210382513661,45.6142349726776,1.85827868852459,97.93273224043715,23.81
ALWAR,2021,902.13,25.448739726027398,51.00621917808219,1.8858356164383563,97.87898630136986,66.69
ALWAR,2022,729.43,26.124794520547944,50.163178082191784,1.9524383561643834,97.82038356164384,70.13
BANSWARA,1986,689.57,26.298027397260277,42.135397260273976,2.6710136986301367,97.63520547945205,54.99
BANSWARA,1987,644.77,27.24819178082192,40.28334246575343,2.5861917808219177,97.69523287671234,105.75
BANSWARA,1988,818.16,26.710956284153003,46.81584699453551,2.4742896174863387,97.59363387978141,43.91
BANSWARA,1989,593.51,26.558849315068493,40.580301369863015,2.512739726027397,97.64627397260274,32.06
BANSWARA,1990,940.28,26.256657534246575,51.828986301369866,2.598027397260274,97.6301917808219,66.74
BANSWARA,1991,613.76,26.79534246575342,40.970109589041094,2.5336986301369864,97.65227397260274,40.04
BANSWARA,1992,636.69,26.35918032786885,44.20330601092896,2.5791256830601093,97.70439890710382,49.42
BANSWARA,1993,792.91,26.627972602739725,45.311232876712324,2.6153424657534248,97.69413698630137,48.72
BANSWARA,1994,1102.45,25.843479452054797,48.90775342465753,2.5636712328767124,97.6432602739726,66.1
BANSWARA,1995,682.37,26.60101369863014,44.2012602739726,2.5729041095890413,97.63054794520548,88.56
BANSWARA,1996,889.58,26.110928961748634,48.537732240437165,2.5535245901639345,97.6115300546448,77.42
BANSWARA,1997,1001.48,25.520684931506846,53.83279452054795,2.5173972602739725,97.73531506849315,109.16
BANSWARA,1998,811.12,26.595342465753422,48.98021917808219,2.419808219178082,97.63542465753424,36.97
BANSWARA,1999,646.12,26.5927397260274,45.002849315068495,2.628027397260274,97.59832876712329,42.65
BANSWARA,2000,597.12,26.81672131147541,39.59885245901639,2.607431693989071,97.5674043715847,78.69
BANSWARA,2001,530.82,26.77309589041096,41.41731506849315,2.553808219178082,97.61065753424657,33.57
BANSWARA,2002,490.44,27.16345205479452,40.49235616438356,2.676328767123288,97.66142465753424,29.7
BANSWARA,2003,828.91,26.32802739726027,50.14649315068493,2.576191780821918,97.6699178082192,63.47
BANSWARA,2004,761.66,26.709644808743167,47.454918032786885,2.478114754098361,97.6712568306011,92.89
BANSWARA,2005,787.79,26.08846575342466,46.8845205479452,2.4096986301369863,97.65632876712328,53.59
BANSWARA,2006,1032.92,26.48764383561644,51.62241095890411,2.40172602739726,97.64627397260274,40.82
BANSWARA,2007,820.57,26.554739726027396,49.044136986301375,2.360164383561644,97.61635616438356,49.38
BANSWARA,2008,595.74,26.41639344262295,46.091939890710385,2.5655737704918034,97.61830601092898,35.8
BANSWARA,2009,761.36,27.040383561643836,48.89301369863014,2.4762191780821916,97.63676712328767,83.22
BANSWARA,2010,933.52,26.870520547945205,53.05589041095891,2.384,97.60153424657534,53.83
BANSWARA,2011,872.29,26.23734246575342,50.818821917808215,2.477260273972603,97.59558904109589,40.96
BANSWARA,2012,830.44,25.77844262295082,48.617349726775956,2.642267759562842,97.62101092896175,65.44
BANSWARA,2013,1099.15,25.495342465753424,54.77090410958905,2.4664931506849315,97.6329315068493,65.04
BANSWARA,2014,758.39,26.340164383561643,50.358301369863014,2.4850958904109586,97.73273972602739,59.34
BANSWARA,2015,770.95,26.590657534246574,48.26304109589041,2.585972602739726,97.76060273972604,56.57
BANSWARA,2016,940.1,26.580109289617486,48.75267759562841,2.3863934426229507,97.6983606557377,64.24
BANSWARA,2017,806.44,26.456849315068492,48.35449315068493,2.4716164383561643,97.68046575342467,54.62
BANSWARA,2018,662.1,26.884082191780823,43.979369863013694,2.4467671232876715,97.67523287671233,58.24
BANSWARA,2019,1158.95,25.87109589041096,55.763780821917805,2.468164383561644,97.71846575342465,55.85
BANSWARA,2020,937.08,25.80199453551913,56.667868852459016,2.359016393442623,97.68010928961748,62.1
BANSWARA,2021,947.13,26.16084931506849,55.61147945205479,2.5175890410958903,97.63728767123288,61.18
BANSWARA,2022,979.7,26.160931506849316,54.79241095890411,2.443041095890411,97.62098630136987,55.98
BARAN,1986,846.47,26.004136986301372,41.65989041095891,2.3153972602739725,97.4793698630137,61.64
BARAN,1987,494.86,27.186383561643837,37.63942465753424,2.2684383561643835,97.53161643835617,53.35
BARAN,1988,624.73,27.08142076502732,40.82669398907104,2.1868852459016392,97.4229781420765,57.23
BARAN,1989,549.0500000000001,26.671534246575344,35.0453698630137,2.243780821917808,97.47284931506849,88.65
BARAN,1990,723.33,26.408246575342467,46.90868493150685,2.2687123287671236,97.45728767123289,56.44
BARAN,1991,591.42,26.635506849315068,38.751506849315064,2.233068493150685,97.48816438356164,49.54
BARAN,1992,703.0699999999999,26.126393442622952,43.44016393442623,2.172158469945355,97.5448087431694,56.22
BARAN,1993,732.59,26.526054794520547,42.016602739726025,2.3149041095890412,97.52172602739726,62.75
BARAN,1994,751.8299999999999,26.081863013698626,44.35660273972603,2.1527123287671235,97.47583561643836,43.39
BARAN,1995,902.4399999999999,26.17167123287671,44.504301369863015,2.200082191780822,97.47945205479452,96.94
BARAN,1996,838.6,25.88860655737705,46.752486338797816,2.1448087431693987,97.45188524590164,64.17
BARAN,1997,748.01,25.571835616438353,49.34797260273972,2.250219178082192,97.57742465753425,71.71
BARAN,1998,580.73,26.645041095890413,43.95567123287671,2.1338082191780825,97.49249315068494,45.95
BARAN,1999,546.8,26.78041095890411,40.00364383561644,2.263780821917808,97.42649315068493,39.9
BARAN,2000,408.71,26.81327868852459,34.64560109289618,2.35448087431694,97.39346994535519,35.86
BARAN,2001,791.06,26.316876712328767,40.50301369863014,2.0805205479452056,97.46068493150685,149.15
BARAN,2002,452.52,27.46553424657534,36.55772602739726,2.3196438356164384,97.47175342465754,65.64
BARAN,2003,634.55,26.296465753424656,46.01079452054794,2.167534246575342,97.50745205479453,40.98
BARAN,2004,738.34,26.733387978142076,43.92625683060109,2.14827868852459,97.50603825136612,77.94
BARAN,2005,668.45,26.038712328767122,43.844,2.100986301369863,97.49865753424658,40.46
BARAN,2006,940.23,26.76975342465753,46.4812602739726,2.105616438356164,97.47857534246576,76.76
BARAN,2007,831.23,26.271068493150686,46.638301369863015,2.0356712328767124,97.4677808219178,55.56
BARAN,2008,738.81,25.814262295081967,47.32051912568306,2.0212021857923497,97.46989071038253,48.71
BARAN,2009,532.48,27.369205479452056,43.59871232876713,2.193123287671233,97.466301369863,55.01
BARAN,2010,723.25,26.872164383561643,49.194630136986305,2.0749315068493153,97.45249315068492,47.29
BARAN,2011,1173.07,25.694356164383564,52.32564383561644,2.000219178082192,97.45079452054794,112.26
BARAN,2012,792.59,25.44964480874317,47.0424043715847,2.1312841530054643,97.45986338797813,62.73
BARAN,2013,1242.66,25.05895890410959,54.04350684931507,2.0126575342465753,97.49150684931507,78.08
BARAN,2014,892.09,25.983232876712325,50.686191780821915,2.20372602739726,97.57106849315069,128.61
BARAN,2015,928.41,25.80202739726027,49.992739726027395,2.131013698630137,97.61435616438355,49.82
BARAN,2016,1104.3700000000001,26.50040983606557,47.69456284153005,2.0539071038251366,97.51699453551913,56.85
