office_name,pincode,delivery_status,office_type,region,division
Ujlan BO,345021,Delivery,BO,Jodhpur,Region Jodhpur
Pokaran City SO,345021,Non-Delivery,PO,Jodhpur,Region Jodhpur
Ramgarh SO Jaisalmer,345022,Delivery,PO,Jodhpur,Region Jodhpur
Raghwa BO,345022,Delivery,BO,Jodhpur,Region Jodhpur
Seuwa BO,345022,Delivery,BO,Jodhpur,Region Jodhpur
Tanot BO,345022,Delivery,BO,Jodhpur,Region Jodhpur
Ramdeora SO,345023,Delivery,PO,Jodhpur,Region Jodhpur
Ajasar BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Bardana BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Chayan BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Ekah BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Khara BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Loharki BO,345023,Delivery,BO,Jodhpur,Region Jodhpur
Bhaniyana SO,345024,Delivery,PO,Jodhpur,Region Jodhpur
Balu Singh Ki Dhani BO,345024,Delivery,BO,Jodhpur,Region Jodhpur
Jaimla BO,345024,Delivery,BO,Jodhpur,Region Jodhpur
Madwa BO,345024,Delivery,BO,Jodhpur,Region Jodhpur
Pannasar BO,345024,Delivery,BO,Jodhpur,Region Jodhpur
Phalsund SO,345025,Delivery,PO,Jodhpur,Region Jodhpur
Bandhewa BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Bhikodai BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Dantal BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Padampura BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Phulasar BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Rajmathai BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Sohanpura BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Swami Ki Dhani BO,345025,Delivery,BO,Jodhpur,Region Jodhpur
Sankra SO Jaisalmer,345026,Delivery,PO,Jodhpur,Region Jodhpur
Bhensara BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Bonada BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Loona Kallan BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Loona Khurd BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Nedan BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Ola BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Rajgarh BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Sanawara BO,345026,Delivery,BO,Jodhpur,Region Jodhpur
Fatehgarh SO,345027,Delivery,PO,Jodhpur,Region Jodhpur
Dangari BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Baiya BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Bhadli BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Devikot BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Jhinjhinyali BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Kapuriya BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Koda BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Kunda BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Lakha BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Modha BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Rama BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Randha BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Rewari BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Sangad BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Seerhar BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Tejmalta BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Tejrawa BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Mandai BO,345027,Delivery,BO,Jodhpur,Region Jodhpur
Nachana SO,345028,Delivery,PO,Jodhpur,Region Jodhpur
Askandra BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Away BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Bahala BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Bharewala BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Chinu BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Didhu BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Madasar BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Pancheka Talab BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Satyaya BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Tadana BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Tawriwala BO,345028,Delivery,BO,Jodhpur,Region Jodhpur
Lathi SO Jaisalmer,345031,Delivery,PO,Jodhpur,Region Jodhpur
Bhadariya BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Chacha BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Chandan BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Delasar BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Dholiya BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Khetolai BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Odhania BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Sodakore BO,345031,Delivery,BO,Jodhpur,Region Jodhpur
Mohangarh SO Jaisalmer,345033,Delivery,PO,Jodhpur,Region Jodhpur
Hamira BO,345033,Delivery,BO,Jodhpur,Region Jodhpur
Kanod Rawaliya BO,345033,Delivery,BO,Jodhpur,Region Jodhpur
Khoohri SO,345034,Delivery,PO,Jodhpur,Region Jodhpur
Bericiyala BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Karda BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Kotri BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Lunar BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Myazhar BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Phulia BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Pithala BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Pochina BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Satto BO,345034,Delivery,BO,Jodhpur,Region Jodhpur
Thanwala S.O,305026,Delivery,PO,Jodhpur,Region Nagaur
Badighati B.O,305026,Delivery,BO,Jodhpur,Region Nagaur
Dhanipura B.O,305026,Delivery,BO,Jodhpur,Region Nagaur
Nimbola Bishwa B.O,305026,Delivery,BO,Jodhpur,Region Nagaur
Ratrana B.O,305026,Delivery,BO,Jodhpur,Region Nagaur
Nagaur H.O,341001,Delivery,HO,Jodhpur,Region Nagaur
Panchori B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Tantwas B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Balaya B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bhadana B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bher B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Ganthilasar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Alai B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Chau B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Gudhabhagwandas B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Phirod B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Rohini B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Anwaliyasar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bhundel B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Chawandiya B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Shyamsar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Unthwaliya B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Jalaniyasar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Pabusar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Sadokan B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Sukhwasi B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Tausar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Deu B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Janewa B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Kalri B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Karnu B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Satheran B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Singar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bhakrod B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Chuntisara B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Datina B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Gogelao B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Kharnal B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Tankala B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bhadwasi B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Chenar B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Daru B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Jharisara B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Jodhiyasi B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Kharikaramsota B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Sinod B.O,341001,Delivery,BO,Jodhpur,Region Nagaur
Bansiwala Temple S.O,341001,Non-Delivery,PO,Jodhpur,Region Nagaur
Nagaurcity S.O,341001,Non-Delivery,PO,Jodhpur,Region Nagaur
PANCHORI S.O.,341020,Delivery,PO,Jodhpur,Region Nagaur
Basni S.O,341021,Delivery,PO,Jodhpur,Region Nagaur
Barangaon B.O,341021,Delivery,BO,Jodhpur,Region Nagaur
Boodhi B.O,341021,Delivery,BO,Jodhpur,Region Nagaur
Kumari B.O,341021,Delivery,BO,Jodhpur,Region Nagaur
Raidhanu B.O,341021,Delivery,BO,Jodhpur,Region Nagaur
Deh S.O,341022,Delivery,PO,Jodhpur,Region Nagaur
Akora B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Burdi B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Chhapara B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Jhareli B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Kameria B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Somana B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Soneli B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Surpalia B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Tanwara B.O,341022,Delivery,BO,Jodhpur,Region Nagaur
Jael S.O,341023,Delivery,PO,Jodhpur,Region Nagaur
Barnel B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Chhajoli B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Dugastau B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Dugoli B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Gudha Jodhan B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Gugaryali B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Jochina B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Kathoti B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Khinyala B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Rajod B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Rotoo B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Silanwad B.O,341023,Delivery,BO,Jodhpur,Region Nagaur
Kuchera S.O (Nagaur),341024,Delivery,PO,Jodhpur,Region Nagaur
Akeli b B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Arwar B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Bachhwari B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Bhaola B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Borwa B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Chhawata Khurd B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Gajoo B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Geloli B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Gothara B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Kasnau B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Lunsara B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Nimbrichandawatan B.O,341024,Delivery,BO,Jodhpur,Region Nagaur
Khinwsar S.O,341025,Delivery,PO,Jodhpur,Region Nagaur
Achina B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Akala Hamiran B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Bairathal B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Bhanwanda B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Birloka B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Kantiya B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Khatora B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Kurchi B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Madpura B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Manakpura B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Nagari B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Narwakallan B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Panchlasidha B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Tadas B.O,341025,Delivery,BO,Jodhpur,Region Nagaur
Marwar Mundwa S.O,341026,Delivery,PO,Jodhpur,Region Nagaur
Bhadana B.O,341026,Delivery,BO,Jodhpur,Region Nagaur
Inana B.O,341026,Delivery,BO,Jodhpur,Region Nagaur
Jhujhanda B.O,341026,Delivery,BO,Jodhpur,Region Nagaur
Karlu B.O,341026,Delivery,BO,Jodhpur,Region Nagaur
Thirod B.O,341026,Delivery,BO,Jodhpur,Region Nagaur
Rol S.O,341027,Delivery,PO,Jodhpur,Region Nagaur
Bugarda B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Didiyakallan B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Gagwana B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Khanwar B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Manglod B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Ratanga B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Surjaniyawas B.O,341027,Delivery,BO,Jodhpur,Region Nagaur
Khajwana S.O,341028,Delivery,PO,Jodhpur,Region Nagaur
Bhadora B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Bhatnokha B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Dhadhariyakallan B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Gawalu B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Gowankallan B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Janana B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Mori B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Mundiyar B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Palrijodhan B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Roon B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Sankhawas B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Sheelgaon B.O,341028,Delivery,BO,Jodhpur,Region Nagaur
Sribalaji S.O,341029,Delivery,PO,Jodhpur,Region Nagaur
Chiloo B.O,341029,Delivery,BO,Jodhpur,Region Nagaur
Pipasar B.O,341029,Delivery,BO,Jodhpur,Region Nagaur
Sewari B.O,341029,Delivery,BO,Jodhpur,Region Nagaur
Tarnau S.O,341030,Delivery,PO,Jodhpur,Region Nagaur
Dehari B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Merwas B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Pharrod B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Rohina B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Sandila B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Ubasi B.O,341030,Delivery,BO,Jodhpur,Region Nagaur
Padukallan S.O,341031,Delivery,PO,Jodhpur,Region Nagaur
Bherunda B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Bhikarniyakallan B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Dodiyana B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Mewara B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Nathawara B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Padukhurd B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Sathana B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Sudwar B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Tehla B.O,341031,Delivery,BO,Jodhpur,Region Nagaur
Bari Khatu S.O,341301,Delivery,PO,Jodhpur,Region Nagaur
