office_name,pincode,delivery_status,office_type,region,division
Jawati Kalan B.O,323803,Delivery,BO,Ajmer,Region Tonk
Khatkar S.O,323803,Delivery,PO,Ajmer,Region Tonk
Bhim S.O,305921,Delivery,PO,Ajmer,Region Udaipur
Ajitgarh B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Balli Ijassa Kheda B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Dansaria B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Godhaji Ja Gaon B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Kaladeh B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Kukar Khera B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Kukra B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Samliya B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Togi B.O,305921,Delivery,BO,Ajmer,Region Udaipur
Kotra S.O (Udaipur),307025,Delivery,PO,Ajmer,Region Udaipur
Bakhel B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Barli B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Bikarni B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Dhedmaria B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Guran B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Jed B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Jogiwara B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Juda B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Kagwas B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Khajuria B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Mahad B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Mahadi B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Mamer B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Mandawal B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Mandwa B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Medi B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Merpur B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Nayawas B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Sada B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Samoli B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Sandraf B.O,307025,Delivery,BO,Ajmer,Region Udaipur
Udaipur Shastri Circle S.O,313001,Delivery,PO,Ajmer,Region Udaipur
Balicha B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Bhuwana B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Dakan Kotra B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Dhinkli B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Dhundi B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Fatehpur B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Karda B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Kathar B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Kewda Khurd B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Palodara B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Paner B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Piladhar B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Royda B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Saveena B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Titardi B.O,313001,Delivery,BO,Ajmer,Region Udaipur
Udaipur City S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Fatehpura S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Macchala Magra S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Naya Sarafa S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Palace Road S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Pratapnagar S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Railway Station S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Rani Road S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Station Road S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur Surajpole S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur University Campus S.O,313001,Non-Delivery,PO,Ajmer,Region Udaipur
Udaipur H Magri S.O,313002,Delivery,PO,Ajmer,Region Udaipur
Udaipur Industrial Area S.O,313003,Delivery,PO,Ajmer,Region Udaipur
Bhoiyon Ki Pancholi B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Kaladwas B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Kanpur B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Lakadwas B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Matoon B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Jhamar Kotra B.O,313003,Delivery,BO,Ajmer,Region Udaipur
Udaipur H.O,313004,Delivery,HO,Ajmer,Region Udaipur
Badgaon S.O,313011,Delivery,PO,Ajmer,Region Udaipur
Barda B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Bari Tb (S) B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Bedla B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Bhutala B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Godach B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Iswal B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Kadia B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Lakhawali B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Losing B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Loyra B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Madar B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Nedach B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Sapetia B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Shobhagpura B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Thoor B.O,313011,Delivery,BO,Ajmer,Region Udaipur
Narayan Seva Sansthan,313011,Delivery,BO,Ajmer,Region Udaipur
Chansda B.O,313015,Delivery,BO,Ajmer,Region Udaipur
Kharwa B.O,313015,Delivery,BO,Ajmer,Region Udaipur
Umaramines B.O,313015,Delivery,BO,Ajmer,Region Udaipur
Dabok S.O,313022,Delivery,PO,Ajmer,Region Udaipur
Daroli B.O,313022,Delivery,BO,Ajmer,Region Udaipur
Gupri B.O,313022,Delivery,BO,Ajmer,Region Udaipur
Khedi B.O,313022,Delivery,BO,Ajmer,Region Udaipur
Merta B.O,313022,Delivery,BO,Ajmer,Region Udaipur
Nandwel B.O,313022,Delivery,BO,Ajmer,Region Udaipur
Zinc Smelter S.O,313024,Delivery,PO,Ajmer,Region Udaipur
Bhalon Ka Guda B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Bhensda Kalan B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Bichhadi B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Debari B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Gudli B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Sakroda B.O,313024,Delivery,BO,Ajmer,Region Udaipur
Intali Khera S.O,313026,Delivery,PO,Ajmer,Region Udaipur
Badawali B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Baroda B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Bhoraipal B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Dagar B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Godasar B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Intali Pal B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Katev B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Mallada B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Noli B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Pandiyawara B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Rathora B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Shaktawat Ka Guda B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Tokar B.O,313026,Delivery,BO,Ajmer,Region Udaipur
Adkalia B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Bamnia B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Banoda B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Bassi B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Bassi Junjawat B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Bedawal B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Chiboda B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Dal B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Deogam B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Dharod B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Gamda Pal B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Isarwas Dangiyan B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Jambuda B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Karawali B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Kharka B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Kherad B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Malpur B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Morila B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Orwaria B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Saradi B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Seria B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Thada B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Salumber S.O,313027,Delivery,PO,Ajmer,Region Udaipur
Toda B.O,313027,Delivery,BO,Ajmer,Region Udaipur
Nai S.O,313031,Delivery,PO,Ajmer,Region Udaipur
Alsigarh B.O,313031,Delivery,BO,Ajmer,Region Udaipur
Bari Undri B.O,313031,Delivery,BO,Ajmer,Region Udaipur
Bujhra B.O,313031,Delivery,BO,Ajmer,Region Udaipur
Pai B.O,313031,Delivery,BO,Ajmer,Region Udaipur
Sisarma B.O,313031,Delivery,BO,Ajmer,Region Udaipur
Jhallara S.O,313038,Delivery,PO,Ajmer,Region Udaipur
Amloda B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Bhabrana B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Budel B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Dholgiri Ka Khera B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Ghated B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Jetana B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Jodhpur Khurd B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Kalyankalan B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Karakalan B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Manpur B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Matasula B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Nayagaon B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Payara B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Samoda B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Sheshpur B.O,313038,Delivery,BO,Ajmer,Region Udaipur
Khemli S.O,313201,Delivery,PO,Ajmer,Region Udaipur
Bijanwas B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Boyana B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Chandesara B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Dholi Magri B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Ghasa B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Nahar Magra B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Rakhyawal B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Salera Kalan B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Sangwa B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Veerdholia B.O,313201,Delivery,BO,Ajmer,Region Udaipur
Delwara S.O,313202,Delivery,PO,Ajmer,Region Udaipur
Bilota B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Chirwa B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Kailashpuri B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Kaliwas B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Manakwas B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Negadia B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Rama B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Shishvi B.O,313202,Delivery,BO,Ajmer,Region Udaipur
Mavli Jn. S.O,313203,Delivery,PO,Ajmer,Region Udaipur
Bhimal B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Gadoli B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Khempur B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Ladani B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Lopada B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Phalichada B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Sakroda B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Vadiyar B.O,313203,Delivery,BO,Ajmer,Region Udaipur
Palana Khurd S.O,313204,Delivery,PO,Ajmer,Region Udaipur
Bhansol Garwara B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Jawad B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Mahuda B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Noorda B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Palan Kalan B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Sindhu B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Thamla B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Uthnol B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Wanri B.O,313204,Delivery,BO,Ajmer,Region Udaipur
Fatehnagar S.O (Udaipur),313205,Delivery,PO,Ajmer,Region Udaipur
Badgaon B.O,313205,Delivery,BO,Ajmer,Region Udaipur
Changedi B.O,313205,Delivery,BO,Ajmer,Region Udaipur
Intali B.O,313205,Delivery,BO,Ajmer,Region Udaipur
Vasni Kalan B.O,313205,Delivery,BO,Ajmer,Region Udaipur
Sanwar S.O (Udaipur),313206,Delivery,PO,Ajmer,Region Udaipur
Dhaneria B.O,313206,Delivery,BO,Ajmer,Region Udaipur
Jewana B.O,313206,Delivery,BO,Ajmer,Region Udaipur
Khartana B.O,313206,Delivery,BO,Ajmer,Region Udaipur
Morath B.O,313206,Delivery,BO,Ajmer,Region Udaipur
Gilund S.O,313207,Delivery,PO,Ajmer,Region Udaipur
Khad Bamnia B.O,313207,Delivery,BO,Ajmer,Region Udaipur
Kkundia B.O,313207,Delivery,BO,Ajmer,Region Udaipur
Pachhamata B.O,313207,Delivery,BO,Ajmer,Region Udaipur
Panotia B.O,313207,Delivery,BO,Ajmer,Region Udaipur
Dariba S.O,313211,Delivery,PO,Ajmer,Region Udaipur
Charana B.O,313211,Delivery,BO,Ajmer,Region Udaipur
Gawaardi B.O,313211,Delivery,BO,Ajmer,Region Udaipur
Kabra B.O,313211,Delivery,BO,Ajmer,Region Udaipur
Kotri B.O,313211,Delivery,BO,Ajmer,Region Udaipur
Rajpura B.O,313211,Delivery,BO,Ajmer,Region Udaipur
Nathdwara S.O,313301,Delivery,PO,Ajmer,Region Udaipur
Bagol B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Dhayla B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Gunjol B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Karoli B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Kessuli B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Kunthwa B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Lal Madri B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Mandiyana B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Odan B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Salore B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Shishoda B.O,313301,Delivery,BO,Ajmer,Region Udaipur
Nathdwara Chaupati S.O,313301,Non-Delivery,PO,Ajmer,Region Udaipur
Goanguda S.O,313321,Delivery,PO,Ajmer,Region Udaipur
Bhada Bhanuja B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Bhensa Kamed B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Jhalon Ki Madar B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Koshiwara B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Machind B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Morcha B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Sameecha B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Usar B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Pipla B.O,313321,Delivery,BO,Ajmer,Region Udaipur
Khamnore S.O,313322,Delivery,PO,Ajmer,Region Udaipur
Balicha B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Kadmal B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Molela B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Saloda B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Sema B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Semal B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Unwas B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Vati B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Tantol B.O,313322,Delivery,BO,Ajmer,Region Udaipur
Kotharia S.O (Rajsamand),313323,Delivery,PO,Ajmer,Region Udaipur
Akodara B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Bamanhera B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Bijnol B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Maja B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Namana B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Pakhand B.O,313323,Delivery,BO,Ajmer,Region Udaipur
Kankroli H.O,313324,Delivery,HO,Ajmer,Region Udaipur
Masatiyon Ki Madri B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Mohi B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Bhana B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Boraj B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Gajpur B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Piparda B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Mahalon Ki Pipli B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Pharara B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Sayon Ka Khera B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Badrada B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Sanghat Kalan B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Sundarcha B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Bhawa B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Piplantri B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Punawali B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Sakroda B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Kalinjar B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Mundol B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Koyal B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Pasund B.O,313324,Delivery,BO,Ajmer,Region Udaipur
Rajsamand S.O,313324,Non-Delivery,PO,Ajmer,Region Udaipur
Kelwara S.O,313325,Delivery,PO,Ajmer,Region Udaipur
Antri B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Bankora B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Baradara B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Kadia B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Kankrwa B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Kanooja B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Kesar B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Kuncholi B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Majera B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Oda B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Taladari B.O,313325,Delivery,BO,Ajmer,Region Udaipur
Koaria S.O,313327,Delivery,PO,Ajmer,Region Udaipur
Binol B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Galwa B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Jetpura B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Jhor B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Phiyawadi B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Pipli Ahiran B.O,313327,Delivery,BO,Ajmer,Region Udaipur
Kuraj S.O,313328,Delivery,PO,Ajmer,Region Udaipur
Gogathala B.O,313328,Delivery,BO,Ajmer,Region Udaipur
Jitawas B.O,313328,Delivery,BO,Ajmer,Region Udaipur
Junda B.O,313328,Delivery,BO,Ajmer,Region Udaipur
Khandel B.O,313328,Delivery,BO,Ajmer,Region Udaipur
Lapsia B.O,313328,Delivery,BO,Ajmer,Region Udaipur
Railmagra S.O,313329,Delivery,PO,Ajmer,Region Udaipur
Bamnia Kalan B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Banerian B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Chowkdi B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Pipli Dadiyan B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Sadri B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Sakrawas B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Sansera B.O,313329,Delivery,BO,Ajmer,Region Udaipur
Lawa Sardargarh S.O,313330,Delivery,PO,Ajmer,Region Udaipur
Dowra B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Jilola B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Lodiyana B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Olanakhera B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Panotia B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Sakroda B.O,313330,Delivery,BO,Ajmer,Region Udaipur
Deogarh S.O (Rajsamand),313331,Delivery,PO,Ajmer,Region Udaipur
Anjana B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Bagana B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Barjal B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Chhaplian B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Daver B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Isharmand B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Kakrod B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Kalesaria B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Khamlighat B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Kundwa B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Lasani B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Madaria B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Nardaska Guda B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Pardi B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Pipli B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Ranchhedi B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Savadari B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Tal B.O,313331,Delivery,BO,Ajmer,Region Udaipur
Charbhuja Road S.O,313332,Delivery,PO,Ajmer,Region Udaipur
Aagaria B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Bikawas B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Gosundi B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Goval B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Jeeran B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Khakharmala B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Kuanthal B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Liki B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Mad B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Nanana B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Narana B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Selaguda B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Tikar B.O,313332,Delivery,BO,Ajmer,Region Udaipur
Charbhuja S.O,313333,Delivery,PO,Ajmer,Region Udaipur
Bansa B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Janawad B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Jhilwara B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Kalaguman B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Kharnota B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Lambodi B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Manawaton Ka Guda B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Sathia B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Sevantri B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Sunkhar B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Thurawad B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Todawara Gujran B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Umarwas B.O,313333,Delivery,BO,Ajmer,Region Udaipur
Rinchhed B.O,313333,Non-Delivery,BO,Ajmer,Region Udaipur
Kelwa S.O (Rajsamand),313334,Delivery,PO,Ajmer,Region Udaipur
Aidana B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Antalia B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Atma B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Dhaneen B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Dhanyla B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Jhanjhar B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Khatmala B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Merda Khalsa B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Padasali B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Sapol B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Siyana B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Tansol B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Tunkra B.O,313334,Delivery,BO,Ajmer,Region Udaipur
Barar S.O,313341,Delivery,PO,Ajmer,Region Udaipur
Baggad B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Hamelon Ki Bar B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Kachhabali B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Lakha Guda B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Mandawar B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Miyala B.O,313341,Delivery,BO,Ajmer,Region Udaipur
Thikarwas B.O,313341,Delivery,BO,Ajmer,Region Udaipur
T F Kankroli S.O,313342,Delivery,PO,Ajmer,Region Udaipur
Bhatoli B.O,313342,Delivery,BO,Ajmer,Region Udaipur
Dhoinda B.O,313342,Delivery,BO,Ajmer,Region Udaipur
Emdi B.O,313342,Delivery,BO,Ajmer,Region Udaipur
Naogama B.O,313342,Delivery,BO,Ajmer,Region Udaipur
Rajiawas B.O,313342,Delivery,BO,Ajmer,Region Udaipur
Vallabhnagar S.O (Udaipur),313601,Delivery,PO,Ajmer,Region Udaipur
ARS Station B.O,313601,Delivery,BO,Ajmer,Region Udaipur
Balathal B.O,313601,Delivery,BO,Ajmer,Region Udaipur
